"","Cls","Atr","Num","Nom","Spl","Dim","NumRate","NomRate","SymMin","SymMax","SymMean","SymSd","SymSum","ClMin","ClMax","ClMean","ClSd","Sks","SksP","Kts","KtsP","AbsC","CanC","Fnd","ClEnt","NClEnt","AtrEnt","NAtrEnt","JEnt","MutInf","EAttr","NoiSig","Nb","Lda","Nn","auc","accuracy"
"arch",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0126666666666667,0.987333333333333,0.5,0.689193409396488,0,7.27121304417799,3,62.4835954507409,0.0246918076945409,0.376621036361874,1,0.0679240014004545,0.0979936199777707,0.0812780357765567,0.117259419148034,0.149044656145809,0.000157381031202458,431.589505301156,515.44111844711,0.0126666666666667,0.989555555555556,0.986,"RF","SVM"
"hats",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00466666666666667,0.995333333333333,0.5,0.700507117895473,0,6.24954395290033,3,51.6724053959161,0.0220558784454216,0.360052811959378,1,0.0297032085773701,0.0428526717130623,0.0812780357765567,0.117259419148034,0.110878531963294,0.000102712390632445,289.18817286283,790.316756197497,0.00466666666666667,0.995333333333333,0.995111111111111,"SVM","SVM"
"ceremony",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00288888888888889,0.997111111111111,0.5,0.703021275339692,0,5.73514048404732,3,48.2097176210251,0.0197504354250452,0.350230114910212,1,0.0197757082781358,0.0285303162629333,0.0812780357765567,0.117259419148034,0.100959660005003,9.40840496889773e-05,210.191933101416,862.887513826683,0.00288888888888889,0.996666666666667,0.996666666666667,"RF","SVM"
"shrine",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00444444444444444,0.995555555555556,0.5,0.700821387576,0,6.19053600719926,3,51.2261901347577,0.0223584572895614,0.346320445761988,1,0.0285061105798476,0.0411256243685786,0.0812780357765567,0.117259419148034,0.109678299954261,0.000105846402143419,269.31581992955,766.886618067826,0.00444444444444444,0.995555555555556,0.995111111111111,"SVM","SVM"
"pillar",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0108888888888889,0.989111111111111,0.5,0.691707566840707,0,6.99071053028507,3,60.1452597127863,0.0196271989200558,0.561344190726211,1,0.0600473011368603,0.0866299435689146,0.0812780357765567,0.117259419148034,0.141011126895986,0.00031421001743075,191.10562300928,257.674234644572,0.0108888888888889,0.986666666666667,0.988222222222222,"RF","SVM"
"cottage",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00288888888888889,0.997111111111111,0.5,0.703021275339692,0,5.80716640977917,3,48.5840454915579,0.0212085349423676,0.410855435111855,1,0.0197757082781358,0.0285303162629333,0.0812780357765567,0.117259419148034,0.100956477996444,9.72660582483598e-05,203.315613218749,834.625882659096,0.00288888888888889,0.998,0.996888888888889,"SVM","SVM"
"poppies",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00266666666666667,0.997333333333333,0.5,0.703335545020219,0,5.75614047852578,3,48.3625595278143,0.0193629288817069,0.42439243449114,1,0.0184682440156507,0.0266440440553066,0.0812780357765567,0.117259419148034,0.0996577486964224,8.85310957850989e-05,208.607426033455,917.073305834277,0.00266666666666667,0.997555555555556,0.996222222222222,"SVM","SVM"
"lawn",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00355555555555556,0.996444444444444,0.5,0.70207846629811,0,5.83790846240562,3,49.0241453327827,0.0200785427275176,0.457519364401193,1,0.0235998722310811,0.0340474186333938,0.0812780357765567,0.117259419148034,0.104746342097637,0.000131565910000157,179.376802327084,616.774283448196,0.00355555555555556,0.994,0.996222222222222,"SVM","SVM"
"tower",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00888888888888889,0.991111111111111,0.5,0.694535993965453,0,6.92730609067952,3,58.1622009206025,0.0231612051751762,0.32773942146706,1,0.0508310715523042,0.0733337348515813,0.0812780357765567,0.117259419148034,0.131991846964091,0.000117260364770095,433.488942763955,692.141590817268,0.00888888888888889,0.991777777777778,0.979333333333333,"SVM","SVM"
"tulip",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00622222222222222,0.993777777777778,0.5,0.698307230131782,0,6.49163774146456,3,54.0113572086722,0.0211165751535649,0.421593496630746,1,0.0378093991746944,0.0545474326883229,0.0812780357765567,0.117259419148034,0.118946738052631,0.00014069689862023,268.729442834058,576.68178668915,0.00622222222222222,0.990666666666667,0.988444444444444,"SVM","NB"
"horses",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0228888888888889,0.977111111111111,0.5,0.67473700409223,0,7.92542207677792,3,74.0478882694198,0.0210129639925664,0.651215317881885,1,0.109078623119371,0.157367188641313,0.0812780357765567,0.117259419148034,0.189866059544398,0.000490599351530405,222.337479206006,164.670899325515,0.0228888888888889,0.983555555555556,0.983555555555556,"RF","SVM"
"petals",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0131111111111111,0.986888888888889,0.5,0.688564870035434,0,7.36208070739066,3,69.3297299121281,0.0218282851502524,0.598063619127038,1,0.0698522087489319,0.100775435157225,0.0812780357765567,0.117259419148034,0.150850457414725,0.000279787110763302,249.661996788789,289.499571459235,0.0131111111111111,0.992666666666667,0.981777777777778,"SVM","SVM"
"umbrella",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00333333333333333,0.996666666666667,0.5,0.702392735978637,0,5.95275920089027,3,49.4444728660851,0.0217294015201533,0.343224348608218,1,0.0223403798434845,0.0322303552117708,0.0812780357765567,0.117259419148034,0.103530290821661,8.81247983806071e-05,253.508436376755,921.306062199661,0.00333333333333333,0.996666666666667,0.996666666666667,"SVM","SVM"
"elephant",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00288888888888889,0.997111111111111,0.5,0.703021275339692,0,5.80360342277672,3,48.4601747289373,0.020178722605259,0.33666660162005,1,0.0197757082781358,0.0285303162629333,0.0812780357765567,0.117259419148034,0.1009727423759,8.10016787924335e-05,244.139486649542,1002.41174390757,0.00288888888888889,0.998888888888889,0.996,"SVM","SVM"
"monks",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00288888888888889,0.997111111111111,0.5,0.703021275339692,0,5.83465170350192,3,48.6726731531677,0.0201916827721707,0.353962038632928,1,0.0197757082781358,0.0285303162629333,0.0812780357765567,0.117259419148034,0.100971514412783,8.22296419093245e-05,240.493668936838,987.427456198616,0.00288888888888889,0.996666666666667,0.983333333333333,"SVM","SVM"
"athlete",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00244444444444444,0.997555555555556,0.5,0.703649814700747,0,5.61793348952547,3,47.5329748133661,0.0192709371184647,0.394341752847948,1,0.0171421902266609,0.0247309528299789,0.0812780357765567,0.117259419148034,0.0983325631343916,8.76628688258246e-05,195.546762914185,926.166049494071,0.00244444444444444,0.996666666666667,0.929777777777778,"SVM","RF"
"steps",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00244444444444444,0.997555555555556,0.5,0.703649814700747,0,5.66509669140447,3,47.666416702324,0.0198915475224714,0.35396265798927,1,0.0171421902266609,0.0247309528299789,0.0812780357765567,0.117259419148034,0.0983445466989784,7.5679304239061e-05,226.510938479441,1072.97969093122,0.00244444444444444,0.999555555555556,0.996888888888889,"SVM","SVM"
"frost",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0164444444444444,0.983555555555556,0.5,0.683850824827523,0,7.50799192204597,3,66.2392321699148,0.0223185912629304,0.391254680342296,1,0.0838584430647735,0.120982159946218,0.0812780357765567,0.117259419148034,0.164922605023173,0.000213873818156654,392.093075195162,379.027983214962,0.0164444444444444,0.980888888888889,0.935555555555556,"RF","SVM"
"frozen",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00444444444444444,0.995555555555556,0.5,0.700821387576,0,6.13053622719132,3,50.7522521600598,0.020950441064547,0.322742963592639,1,0.0285061105798476,0.0411256243685786,0.0812780357765567,0.117259419148034,0.109684803883963,9.93424724414306e-05,286.947867103408,817.159985141057,0.00444444444444444,0.996444444444444,0.984888888888889,"SVM","SVM"
"crystals",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00333333333333333,0.996666666666667,0.5,0.702392735978637,0,5.96007815028104,3,49.4542302529831,0.0206136568173654,0.303319789691281,1,0.0223403798434845,0.0322303552117708,0.0812780357765567,0.117259419148034,0.103539150835759,7.92647842816703e-05,281.844958589645,1024.39906609387,0.00333333333333333,0.997111111111111,0.966,"SVM","SVM"
"pots",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00266666666666667,0.997333333333333,0.5,0.703335545020219,0,5.73635210459231,3,48.0890456473993,0.0197238092123231,0.358314421366022,1,0.0184682440156507,0.0266440440553066,0.0812780357765567,0.117259419148034,0.0996690483981689,7.72313940383446e-05,239.128715020752,1051.39633168091,0.00266666666666667,0.996888888888889,0.997111111111111,"SVM","SVM"
"bulls",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.004,0.996,0.5,0.701449926937055,0,6.10558702550988,3,50.4535329441063,0.0209529760370242,0.320144093377826,1,0.0260778329833986,0.0376223603222798,0.0812780357765567,0.117259419148034,0.107270875523882,8.4993236072991e-05,306.822450683056,955.288282831781,0.004,0.995777777777778,0.993333333333333,"SVM","SVM"
"giant",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00355555555555556,0.996444444444444,0.5,0.70207846629811,0,5.8204617140676,3,48.7909478272903,0.0205313401787474,0.373168289698177,1,0.0235998722310811,0.0340474186333938,0.0812780357765567,0.117259419148034,0.104767113057127,0.000110794950510172,213.004944019667,732.589711465185,0.00355555555555556,0.995777777777778,0.996444444444444,"SVM","SVM"
"tortoise",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00377777777777778,0.996222222222222,0.5,0.701764196617582,0,5.89806245751467,3,49.2638804773426,0.0206435508641664,0.366738325107982,1,0.0248454171144576,0.0358443600598458,0.0812780357765567,0.117259419148034,0.106013105282278,0.000110347608736242,225.155917731252,735.563634748366,0.00377777777777778,0.995555555555556,0.995555555555556,"SVM","NB"
"albatross",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00266666666666667,0.997333333333333,0.5,0.703335545020219,0,5.60863825546588,3,47.6097492603837,0.0176304118434076,0.346560379985313,1,0.0184682440156507,0.0266440440553066,0.0812780357765567,0.117259419148034,0.0996619431548916,8.43366373158455e-05,218.98245653886,962.73341839758,0.00266666666666667,0.994444444444444,0.994222222222222,"SVM","SVM"
"booby",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00333333333333333,0.996666666666667,0.5,0.702392735978637,0,5.81835020330343,3,48.6973118095689,0.0188636927638384,0.331969834625343,1,0.0223403798434845,0.0322303552117708,0.0812780357765567,0.117259419148034,0.103527378288259,9.10373317823366e-05,245.398007675561,891.798967031309,0.00333333333333333,0.995333333333333,0.994,"RF","SVM"
"nest",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0157777777777778,0.984222222222222,0.5,0.684793633869105,0,7.47343338505971,3,65.7306440548078,0.0216524728835981,0.506123633881028,1,0.0811170596371262,0.117027179669976,0.0812780357765567,0.117259419148034,0.16212287408363,0.000272221330052985,297.982011994937,297.573354853336,0.0157777777777778,0.982,0.981333333333333,"SVM","SVM"
"iguana",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00288888888888889,0.997111111111111,0.5,0.703021275339692,0,5.73188476867995,3,48.1661176811041,0.0192354835700837,0.336031537218329,1,0.0197757082781358,0.0285303162629333,0.0812780357765567,0.117259419148034,0.100965369515192,8.83745395008569e-05,223.771556715654,918.699680876625,0.00288888888888889,0.997777777777778,0.997111111111111,"RF","SVM"
"lizard",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00466666666666667,0.995333333333333,0.5,0.700507117895473,0,6.26486615223264,3,51.7071651532908,0.0212861460384427,0.321267180427688,1,0.0297032085773701,0.0428526717130623,0.0812780357765567,0.117259419148034,0.110887585382041,9.36589718853481e-05,317.142159255506,866.808327813513,0.00466666666666667,0.995555555555556,0.99,"SVM","SVM"
"marine",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00288888888888889,0.997111111111111,0.5,0.703021275339692,0,5.73188476867995,3,48.1661176811041,0.0192354835700837,0.336031537218329,1,0.0197757082781358,0.0285303162629333,0.0812780357765567,0.117259419148034,0.100965369515192,8.83745395008569e-05,223.771556715654,918.699680876625,0.00288888888888889,0.997777777777778,0.997111111111111,"RF","SVM"
"deer",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0104444444444444,0.989555555555556,0.5,0.692336106201762,0,7.02555949868904,3,59.6286470198883,0.0225051566821328,0.387632815860664,1,0.0580339766744284,0.0837253303512637,0.0812780357765567,0.117259419148034,0.139136255549313,0.000175756901672507,330.194581960513,461.445770283345,0.0104444444444444,0.983555555555556,0.981333333333333,"RF","SVM"
"white-tailed",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00577777777777778,0.994222222222222,0.5,0.698935769492836,0,6.29511778975336,3,52.3200835789216,0.020813934845399,0.401680794729861,1,0.0355381963093908,0.0512707795776966,0.0812780357765567,0.117259419148034,0.11666438001043,0.000151852075517327,234.031679766772,534.244813083128,0.00577777777777778,0.990222222222222,0.990666666666667,"SVM","SVM"
"horns",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00244444444444444,0.997555555555556,0.5,0.703649814700747,0,5.6463758523503,3,47.6187339970783,0.0200738089067562,0.336814706858812,1,0.0171421902266609,0.0247309528299789,0.0812780357765567,0.117259419148034,0.098344524447231,7.57015559864787e-05,226.444357758283,1072.66400488616,0.00244444444444444,0.997777777777778,0.997555555555556,"SVM","SVM"
"mule",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00311111111111111,0.996888888888889,0.5,0.702707005659165,0,5.82284243173593,3,48.6546481450934,0.0203427874273335,0.341889290253088,1,0.0210660120997037,0.0303918311875494,0.0812780357765567,0.117259419148034,0.102256199415911,8.78484603489033e-05,239.799445727755,924.207288252393,0.00311111111111111,0.998,0.996888888888889,"RF","SVM"
"antlers",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00622222222222222,0.993777777777778,0.5,0.698307230131782,0,6.46251159293522,3,53.5753810741479,0.0221719722338082,0.371159733039596,1,0.0378093991746944,0.0545474326883229,0.0812780357765567,0.117259419148034,0.11895946499397,0.000127969957280728,295.455276989363,634.133725943637,0.00622222222222222,0.995777777777778,0.992444444444444,"SVM","SVM"
"elk",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00711111111111111,0.992888888888889,0.5,0.697050151409672,0,6.67305119324327,3,55.4290596867056,0.0228782861356436,0.332623646437544,1,0.0422580107329775,0.0609654225222993,0.0812780357765567,0.117259419148034,0.12341960717885,0.000116439330684102,362.918701822692,697.029053405182,0.00711111111111111,0.994888888888889,0.991111111111111,"RF","SVM"
"caribou",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.004,0.996,0.5,0.701449926937055,0,5.9952398608092,3,49.8665928694776,0.019371794018732,0.355373461819847,1,0.0260778329833986,0.0376223603222798,0.0812780357765567,0.117259419148034,0.107248881705399,0.000106987054555723,243.747555175624,758.699723616785,0.004,0.994444444444444,0.994222222222222,"SVM","SVM"
"herd",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00555555555555556,0.994444444444444,0.5,0.699250039173364,0,6.34315709298383,3,52.5608257431969,0.0216140702738296,0.382748204856528,1,0.0343898550819048,0.0496140733835542,0.0812780357765567,0.117259419148034,0.115537752749249,0.000130138109212351,264.256606231996,623.552149009113,0.00555555555555556,0.993555555555556,0.994,"SVM","SVM"
"moose",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.004,0.996,0.5,0.701449926937055,0,6.12252527666594,3,50.6335108304983,0.0219380385180281,0.349048265654955,1,0.0260778329833986,0.0376223603222798,0.0812780357765567,0.117259419148034,0.107259487911407,9.63808485478157e-05,270.570692998839,842.300686818852,0.004,0.995111111111111,0.995111111111111,"SVM","SVM"
"mare",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0153333333333333,0.984666666666667,0.5,0.68542217323016,0,7.23241335758699,3,63.780260092844,0.0200940977918526,0.647504800683976,1,0.0792736402468215,0.114367687657305,0.0812780357765567,0.117259419148034,0.160135158638503,0.000416517384875675,190.32492550217,194.137198897033,0.0153333333333333,0.987777777777778,0.987555555555556,"RF","SVM"
"foals",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0171111111111111,0.982888888888889,0.5,0.682908015785941,0,7.26453198170043,3,64.4576322102512,0.0199675290437243,0.66197350478044,1,0.0865723401818901,0.124897485858565,0.0812780357765567,0.117259419148034,0.167390857837281,0.000459518121165702,188.398098343269,175.876671523576,0.0171111111111111,0.987777777777778,0.986222222222222,"RF","SVM"
"stems",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00644444444444444,0.993555555555556,0.5,0.697992960451254,0,6.53124932785247,3,54.7723728223783,0.0208989483457187,0.401688626977082,1,0.03893287171136,0.0561682609455452,0.0812780357765567,0.117259419148034,0.120054301787117,0.000156605700799302,248.60443465755,517.997937889366,0.00644444444444444,0.989555555555556,0.991555555555556,"RF","SVM"
"giraffe",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00355555555555556,0.996444444444444,0.5,0.70207846629811,0,5.91240699439462,3,49.2756337377774,0.0193202076362836,0.33995168079021,1,0.0235998722310811,0.0340474186333938,0.0812780357765567,0.117259419148034,0.104780923480134,9.69845275036141e-05,243.336466532784,837.051572437964,0.00355555555555556,0.995777777777778,0.991777777777778,"SVM","SVM"
"zebra",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00822222222222222,0.991777777777778,0.5,0.695478803007035,0,6.55646755129681,3,54.8238515378376,0.0212744354089578,0.420559079770889,1,0.0476625147787963,0.0687624737076664,0.0812780357765567,0.117259419148034,0.128750503361862,0.00019004719349096,250.793047259935,426.672907363522,0.00822222222222222,0.989111111111111,0.990888888888889,"SVM","RF"
"tusks",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00311111111111111,0.996888888888889,0.5,0.702707005659165,0,5.72269127657113,3,48.2641059649338,0.0179397393522388,0.391179852137166,1,0.0210660120997037,0.0303918311875494,0.0812780357765567,0.117259419148034,0.102242571126532,0.000101476749728252,207.594470222165,799.952296897701,0.00311111111111111,0.993555555555556,0.992666666666667,"RF","SVM"
"train",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0208888888888889,0.979111111111111,0.5,0.677565431216976,0,7.5973484987372,3,67.821936906585,0.0237486939278308,0.472414971408303,1,0.101478639071384,0.146402729344447,0.0812780357765567,0.117259419148034,0.182481194076419,0.000275480771522097,368.36922777111,294.04068587973,0.0208888888888889,0.979333333333333,0.978222222222222,"RF","SVM"
"desert",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0122222222222222,0.987777777777778,0.5,0.689821948757543,0,7.24002689012293,3,62.0840771458259,0.0227090848070252,0.35487618567953,1,0.0659799962435965,0.0951890133785091,0.0812780357765567,0.117259419148034,0.147092429002693,0.000165603017460465,398.42266919652,489.800451724622,0.0122222222222222,0.984888888888889,0.976,"SVM","SVM"
"dunes",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00622222222222222,0.993777777777778,0.5,0.698307230131782,0,6.46289497166792,3,53.5949896487649,0.0206836417572031,0.384806468230136,1,0.0378093991746944,0.0545474326883229,0.0812780357765567,0.117259419148034,0.118957064765342,0.000130370185909215,290.015688103901,622.440361074241,0.00622222222222222,0.989555555555556,0.987333333333333,"RF","SVM"
"canyon",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.004,0.996,0.5,0.701449926937055,0,5.98340414776717,3,49.7942425775772,0.01973654194792,0.340238438704922,1,0.0260778329833986,0.0376223603222798,0.0812780357765567,0.117259419148034,0.107254982642993,0.000100886116962463,258.487825367502,804.641432376646,0.004,0.995333333333333,0.991555555555556,"RF","SVM"
"seals",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00333333333333333,0.996666666666667,0.5,0.702392735978637,0,5.86283708507385,3,48.9097430051937,0.0194945089339967,0.338471725413359,1,0.0223403798434845,0.0322303552117708,0.0812780357765567,0.117259419148034,0.10353231747228,8.60981477607993e-05,259.475731180086,943.016078050437,0.00333333333333333,0.996666666666667,0.994666666666667,"SVM","SVM"
"swimmers",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0188888888888889,0.981111111111111,0.5,0.680393858341722,0,7.70759433728704,3,69.821112044493,0.0231753325253014,0.578618724581567,1,0.0936827866773626,0.13515569175609,0.0812780357765567,0.117259419148034,0.174609042725486,0.000351779728433265,266.310930122669,230.048094040404,0.0188888888888889,0.984,0.920666666666667,"SVM","SVM"
"pyramid",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00777777777777778,0.992222222222222,0.5,0.69610734236809,0,6.50206836415949,3,54.2944675628265,0.0206152307330026,0.388965564597208,1,0.045520110250866,0.0656716373196432,0.0812780357765567,0.117259419148034,0.126634170089443,0.000163975937980116,277.602377590216,494.670503719958,0.00777777777777778,0.991333333333333,0.987777777777778,"RF","SVM"
"sphinx",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00311111111111111,0.996888888888889,0.5,0.702707005659165,0,5.52585069574446,3,47.4310528455876,0.0177832207129421,0.473667227072244,1,0.0210660120997037,0.0303918311875494,0.0812780357765567,0.117259419148034,0.102212667442984,0.000131380433276335,160.34360349075,617.646428160294,0.00311111111111111,0.996,0.996444444444444,"RF","SVM"
"fly",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00244444444444444,0.997555555555556,0.5,0.703649814700747,0,5.65007411296291,3,47.6519080175689,0.0187678498411888,0.355307160289286,1,0.0171421902266609,0.0247309528299789,0.0812780357765567,0.117259419148034,0.0983434066700388,7.68193331785295e-05,223.149427590345,1057.04141240936,0.00244444444444444,0.994222222222222,0.996222222222222,"SVM","SVM"
"baby",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.004,0.996,0.5,0.701449926937055,0,6.04997331717003,3,50.1923154961528,0.0203845366657142,0.309242976556682,1,0.0260778329833986,0.0376223603222798,0.0812780357765567,0.117259419148034,0.107263261554745,9.26072052099813e-05,281.596155766376,876.664276686286,0.004,0.995777777777778,0.991555555555556,"RF","SVM"
"rodent",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00666666666666667,0.993333333333333,0.5,0.697678690770727,0,6.53896187135875,3,54.309155765711,0.0220479064250967,0.364807014333965,1,0.0400486301904337,0.0577779601701347,0.0812780357765567,0.117259419148034,0.121193907087311,0.000132758879679631,301.664418132163,611.222971244515,0.00666666666666667,0.992666666666667,0.990666666666667,"RF","SVM"
"tracks",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0228888888888889,0.977111111111111,0.5,0.67473700409223,0,7.73963966762755,3,70.4274448452913,0.0234117140753347,0.51677133527818,1,0.109078623119371,0.157367188641313,0.0812780357765567,0.117259419148034,0.190029233274634,0.000327425621293536,333.140157720225,247.233584945056,0.0228888888888889,0.980444444444444,0.975555555555556,"SVM","SVM"
"locomotive",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0117777777777778,0.988222222222222,0.5,0.690450488118598,0,7.15790593969367,3,61.2975614082561,0.0240578245520344,0.433229856971293,1,0.0640196259318948,0.0923607968515111,0.0812780357765567,0.117259419148034,0.145099619763444,0.000198041945006864,323.262962953004,409.408187890397,0.0117777777777778,0.987333333333333,0.988,"RF","SVM"
"railroad",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.014,0.986,0.5,0.687307791313324,0,7.25174390534778,3,62.6671618005557,0.0240053520582719,0.443782990320761,1,0.0736633107293265,0.106273693084662,0.0812780357765567,0.117259419148034,0.154720396329086,0.000220950176796478,333.393309737785,366.856848792765,0.014,0.983555555555556,0.985777777777778,"RF","SVM"
"man",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00622222222222222,0.993777777777778,0.5,0.698307230131782,0,6.43715353246177,3,53.4079198578928,0.0222180622569739,0.349600112565461,1,0.0378093991746944,0.0545474326883229,0.0812780357765567,0.117259419148034,0.118966583441685,0.000120851509565906,312.858311083612,671.544646471561,0.00622222222222222,0.993555555555556,0.993777777777778,"RF","SVM"
"woman",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00622222222222222,0.993777777777778,0.5,0.698307230131782,0,6.47088373996011,3,53.7316556306157,0.0225602584874368,0.3660463294764,1,0.0378093991746944,0.0545474326883229,0.0812780357765567,0.117259419148034,0.118958127420081,0.000129307531170424,292.399049246889,627.563820226639,0.00622222222222222,0.990888888888889,0.992888888888889,"SVM","SVM"
"prayer",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00244444444444444,0.997555555555556,0.5,0.703649814700747,0,5.62918059288026,3,47.5185896537471,0.0198674553525845,0.338431946994031,1,0.0171421902266609,0.0247309528299789,0.0812780357765567,0.117259419148034,0.0983438981415501,7.63278616673709e-05,224.586276258659,1063.85409129838,0.00244444444444444,0.998666666666667,0.996888888888889,"SVM","SVM"
"girl",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00266666666666667,0.997333333333333,0.5,0.703335545020219,0,5.66085378644304,3,47.7408417125515,0.0200777315815911,0.346953113296444,1,0.0184682440156507,0.0266440440553066,0.0812780357765567,0.117259419148034,0.0996593822470209,8.68975451865531e-05,212.528949764954,934.331781836503,0.00266666666666667,0.997111111111111,0.997333333333333,"SVM","SVM"
"indian",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00488888888888889,0.995111111111111,0.5,0.700192848214946,0,6.12456555334345,3,50.9475584207932,0.0212286078853278,0.40223013440102,1,0.0308896709471806,0.0445643750901894,0.0812780357765567,0.117259419148034,0.112031864464913,0.000135842258823905,227.393678628559,597.326592035834,0.00488888888888889,0.992,0.994666666666667,"RF","SVM"
"buddhist",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.004,0.996,0.5,0.701449926937055,0,6.10458291425417,3,50.5007547933811,0.0211537764030544,0.33833650580427,1,0.0260778329833986,0.0376223603222798,0.0812780357765567,0.117259419148034,0.107262257038957,9.36117209983561e-05,278.574442444622,867.24635750457,0.004,0.997777777777778,0.993111111111111,"SVM","SVM"
"formula",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.006,0.994,0.5,0.698621499812309,0,6.25465542568137,3,52.232188947515,0.0209993307649597,0.482214214024491,1,0.0366779387501346,0.0529150803448483,0.0812780357765567,0.117259419148034,0.117780152707477,0.000175821819214072,208.608572667977,461.275024453004,0.006,0.994,0.994,"SVM","SVM"
"turn",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00622222222222222,0.993777777777778,0.5,0.698307230131782,0,6.44507212029024,3,53.4993303843271,0.0233190608252981,0.412085370998147,1,0.0378093991746944,0.0545474326883229,0.0812780357765567,0.117259419148034,0.118942977230372,0.00014445772087914,261.733322003104,561.64237925059,0.00622222222222222,0.996666666666667,0.993777777777778,"SVM","RF"
