"Cls","Atr","Num","Nom","Spl","Dim","NumRate","NomRate","SymMin","SymMax","SymMean","SymSd","SymSum","ClMin","ClMax","ClMean","ClSd","Sks","SksP","Kts","KtsP","AbsC","CanC","Fnd","ClEnt","NClEnt","AtrEnt","NAtrEnt","JEnt","MutInf","EAttr","NoiSig","Nb","Lda","Nn","methods","accuracy"
2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0925373134328358,0.907462686567164,0.5,0.576239257504261,1.15914764394821,1.15914764394821,7.57133121397477,7.57133121397477,0.263110805703546,0.464199319548097,1,0.308369264462287,0.444882808602318,1.09955294805319,0.380419212528403,0.308369264462286,0.00753705030428097,40.9137861647462,144.886375128564,0.594029850746269,0.928358208955224,0.808955223880597,"NB","NB"
2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.382089552238806,0.617910447761194,0.5,0.166750554369365,1.22388965124782,1.22388965124782,8.00344313216706,8.00344313216706,0.234471587920695,0.505854779694686,1,0.665077803503746,0.959504448920179,1.09955294805319,0.380419212528403,0.665077803503747,0.0129451845586127,51.376463617991,83.9391480727585,0.588059701492537,0.740298507462687,0.522388059701492,"NB","NB"
2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.304477611940298,0.695522388059701,0.5,0.276510412941605,1.29014968951967,1.29014968951967,8.24658320359573,8.24658320359573,0.240439643404021,0.531392063178645,1,0.61461057171819,0.886695623895763,1.09955294805319,0.380419212528403,0.614610571718189,0.00935753892705053,65.680792408086,116.504501624314,0.561194029850746,0.805970149253731,0.591044776119403,"RF","DT"
2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.202985074626866,0.797014925373134,0.5,0.420042535689919,1.38937918454013,1.38937918454013,8.74690476507953,8.74690476507953,0.236509858991396,0.541455685155582,1,0.50451287288524,0.727858219776179,1.09955294805319,0.380419212528403,0.50451287288524,0.0148714515722417,33.924924573398,72.9371636125667,0.749253731343284,0.859701492537313,0.725373134328358,"RF","DT"
2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.0358208955223881,0.964179104477612,0.5,0.656448384922437,1.103760336211,1.103760336211,7.03076129515889,7.03076129515889,0.309509005577545,0.453325157541714,1,0.154427307352307,0.222791510495009,1.09955294805319,0.380419212528403,0.154427307352307,0.00638777750022851,24.1754361899398,171.133883500773,0.791044776119403,0.973134328358209,0.949253731343284,"RF","BASELINE"
2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.394029850746269,0.605970149253731,0.5,0.149864422281328,1.3170258598671,1.3170258598671,8.77579406447992,8.77579406447992,0.239969731569509,0.438558495088981,1,0.670516598908995,0.967350972079742,1.09955294805319,0.380419212528403,0.670516598908996,0.00890919386314676,75.2611975010011,122.417782230729,0.632835820895522,0.683582089552239,0.477611940298507,"NB","RF"
2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.301492537313433,0.698507462686567,0.5,0.280731945963614,1.28113020277829,1.28113020277829,8.082799076596,8.082799076596,0.233079791267159,0.546453674258238,1,0.612123626766351,0.883107720746782,1.09955294805319,0.380419212528403,0.61212362676635,0.0169555712447003,36.1016221708058,63.8490653711754,0.683582089552239,0.8,0.626865671641791,"KNN_7","KNN_7"
2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.313432835820896,0.686567164179104,0.5,0.263845813875577,1.27560639141333,1.27560639141333,8.47147324662546,8.47147324662546,0.237750819867768,0.491284563715155,1,0.621819851768723,0.897096416473046,1.09955294805319,0.380419212528403,0.621819851768722,0.0129765816937274,47.9186172787938,83.7336358684274,0.567164179104478,0.782089552238806,0.561194029850746,"RF","NB"
2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.208955223880597,0.791044776119403,0.5,0.411599469645901,1.26525765530754,1.26525765530754,8.13317259549201,8.13317259549201,0.23834191393657,0.441358527747723,1,0.512569126362965,0.739480936716638,1.09955294805319,0.380419212528403,0.512569126362965,0.00780551523914502,65.6675582147872,139.86872094476,0.53134328358209,0.817910447761194,0.671641791044776,"NB","NB"
2,68,68,0,335,0.202985074626866,1,0,2,2,2,0,2,0.307462686567164,0.692537313432836,0.5,0.272288879919596,1.20942734850793,1.20942734850793,8.12779244945786,8.12779244945787,0.237165850141859,0.503442362663875,1,0.617055439245256,0.890222822152692,1.09955294805319,0.380419212528403,0.617055439245256,0.00755060114785469,81.7226903079865,144.624557107695,0.48955223880597,0.770149253731343,0.573134328358209,"NB","DT"
